"","X","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Alley","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofMatl","Exterior1st","Exterior2nd","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageCars","GarageArea","GarageQual","GarageCond","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MoSold","YrSold","SaleType","SaleCondition","HouseAge","GarageAge","RemodAddAge","SalePriceThousands"
"769",769,1,20,"RL",70,9100,NA,"CollgCr","Norm","Norm","1Fam","1Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","GLQ",24,"Unf",0,1836,1860,"GasA","SBrkr",1836,0,0,1836,0,0,2,0,3,1,"Gd",8,"Typ",1,"Attchd",2,484,"TA","TA",120,33,0,0,0,0,NA,NA,10,2006,"WD","Normal",2,2,1,216.837
"770",770,1,60,"RL",47,53504,NA,"StoneBr","Norm","Norm","1Fam","2Story",8,5,"CompShg","CemntBd","Wd Shng","Ex","TA","Gd","TA","ALQ",1416,"Unf",0,234,1650,"GasA","SBrkr",1690,1589,0,3279,1,0,3,1,4,1,"Ex",12,"Mod",1,"BuiltIn",3,841,"TA","TA",503,36,0,0,210,0,NA,NA,6,2010,"WD","Normal",7,7,7,538
"771",771,1,85,"RL",0,7252,NA,"Sawyer","Norm","Norm","1Fam","SFoyer",5,5,"CompShg","Wd Sdng","Wd Sdng","TA","TA","Gd","TA","GLQ",685,"Unf",0,173,858,"GasA","SBrkr",858,0,0,858,1,0,1,0,2,1,"TA",5,"Typ",0,"Detchd",2,576,"TA","TA",120,0,0,0,0,0,NA,NA,4,2009,"WD","Normal",27,26,27,134.9
"772",772,1,20,"RL",67,8877,NA,"Edwards","Norm","Norm","1Fam","1Story",4,5,"CompShg","Wd Sdng","Wd Sdng","TA","TA","Fa","Fa","LwQ",836,"Unf",0,0,836,"GasA","FuseF",1220,0,0,1220,0,0,1,0,2,1,"TA",6,"Typ",0,"Detchd",2,396,"TA","TA",0,0,0,0,0,0,NA,NA,4,2006,"COD","Normal",55,55,55,102
"773",773,1,80,"RL",94,7819,NA,"Edwards","Norm","Norm","1Fam","SLvl",6,5,"CompShg","Plywood","Plywood","TA","TA","TA","TA","ALQ",422,"BLQ",127,480,1029,"GasA","SBrkr",1117,0,0,1117,1,0,1,0,3,1,"TA",6,"Typ",1,"Detchd",2,672,"TA","TA",144,0,0,0,0,0,NA,"MnPrv",3,2010,"WD","Abnorml",34,34,34,107
"774",774,1,20,"RL",70,10150,NA,"NAmes","Feedr","Norm","1Fam","1Story",5,5,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","TA","Rec",456,"Unf",0,456,912,"GasA","FuseA",912,0,0,912,0,0,1,0,2,1,"TA",5,"Typ",0,"Attchd",1,275,"TA","TA",0,0,0,0,0,0,NA,NA,7,2007,"COD","Normal",49,49,49,114.5
"775",775,1,20,"RL",110,14226,NA,"NridgHt","Norm","Norm","1Fam","1Story",8,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,1935,1935,"GasA","SBrkr",1973,0,0,1973,0,0,2,0,3,1,"Gd",9,"Typ",1,"Attchd",3,895,"TA","TA",315,45,0,0,0,0,NA,NA,7,2007,"New","Partial",1,1,1,395
"776",776,1,120,"RM",32,4500,NA,"Mitchel","Norm","Norm","TwnhsE","1Story",6,5,"CompShg","VinylSd","VinylSd","TA","TA","Ex","TA","GLQ",866,"Unf",0,338,1204,"GasA","SBrkr",1204,0,0,1204,1,0,2,0,2,1,"TA",5,"Typ",0,"Attchd",2,412,"TA","TA",0,247,0,0,0,0,NA,NA,6,2009,"WD","Normal",11,11,11,162
"777",777,1,20,"RL",86,11210,NA,"CollgCr","Norm","Norm","1Fam","1Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","GLQ",20,"Unf",0,1594,1614,"GasA","SBrkr",1614,0,0,1614,0,0,2,0,3,1,"Gd",7,"Typ",0,"Attchd",3,865,"TA","TA",144,59,0,0,0,0,NA,NA,7,2006,"New","Partial",1,1,0,221.5
"778",778,1,20,"RL",100,13350,NA,"Sawyer","Norm","Norm","1Fam","1Story",5,5,"CompShg","HdBoard","Plywood","TA","TA","TA","TA","ALQ",762,"Unf",0,102,864,"GasA","SBrkr",894,0,0,894,1,0,1,0,3,1,"TA",5,"Typ",1,"Attchd",2,440,"TA","TA",241,0,0,0,0,0,NA,"MnPrv",6,2006,"WD","Normal",32,32,32,142.5
"779",779,1,90,"RH",60,8400,NA,"SawyerW","Feedr","Norm","Duplex","1Story",5,5,"CompShg","Plywood","Plywood","TA","TA",NA,NA,NA,0,NA,0,0,0,"GasA","SBrkr",2020,0,0,2020,0,0,2,0,4,2,"TA",10,"Typ",2,"Detchd",2,630,"TA","TA",0,0,0,0,0,0,NA,NA,10,2007,"WD","Normal",30,30,30,144
"780",780,1,90,"RL",78,10530,NA,"Mitchel","Norm","Norm","Duplex","SFoyer",6,5,"CompShg","Plywood","ImStucc","TA","TA","Gd","TA","GLQ",975,"Unf",0,0,975,"GasA","SBrkr",1004,0,0,1004,1,0,1,0,2,1,"TA",4,"Typ",0,"Attchd",2,504,"TA","TA",0,0,0,0,0,0,NA,NA,5,2006,"WD","Normal",29,29,29,135
"781",781,1,20,"RL",63,7875,NA,"Gilbert","Norm","Norm","1Fam","1Story",7,5,"CompShg","HdBoard","HdBoard","TA","TA","Gd","Gd","Unf",0,"Unf",0,1237,1237,"GasA","SBrkr",1253,0,0,1253,0,0,2,0,3,1,"TA",6,"Typ",1,"Attchd",2,402,"TA","TA",220,21,0,0,0,0,NA,NA,6,2007,"WD","Normal",12,12,11,176
"782",782,1,60,"RL",65,7153,NA,"SawyerW","Norm","Norm","1Fam","2Story",6,5,"CompShg","VinylSd","VinylSd","Gd","Gd","Gd","TA","ALQ",387,"Unf",0,374,761,"GasA","SBrkr",810,793,0,1603,0,0,2,1,3,1,"Gd",7,"Typ",0,"Attchd",2,484,"TA","TA",0,124,0,0,0,0,NA,NA,7,2006,"WD","Normal",14,14,14,175.9
"783",783,1,20,"RL",67,16285,NA,"CollgCr","Norm","Norm","1Fam","1Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,1413,1413,"GasA","SBrkr",1430,0,0,1430,0,0,2,0,3,1,"Gd",6,"Typ",0,"Attchd",2,605,"TA","TA",0,33,0,0,0,0,NA,NA,6,2009,"WD","Normal",8,8,7,187.1
"784",784,1,85,"RL",0,9101,NA,"Mitchel","Norm","Norm","1Fam","SFoyer",5,6,"CompShg","Plywood","Plywood","TA","Gd","Gd","TA","GLQ",1097,"Unf",0,0,1097,"GasA","SBrkr",1110,0,0,1110,1,0,1,0,1,1,"Gd",4,"Typ",1,"Attchd",2,602,"TA","TA",303,30,0,0,0,0,NA,NA,7,2009,"WD","Normal",31,31,31,165.5
"785",785,1,75,"RM",35,6300,"Grvl","OldTown","Norm","Norm","1Fam","2.5Unf",6,6,"CompShg","Wd Sdng","Wd Shng","TA","TA","TA","TA","Unf",0,"Unf",0,742,742,"GasA","SBrkr",742,742,0,1484,0,0,2,0,3,1,"TA",9,"Typ",1,NA,0,0,NA,NA,0,291,134,0,0,0,NA,NA,6,2008,"WD","Normal",94,0,7,128
"786",786,1,20,"RL",0,9790,NA,"NWAmes","Feedr","Norm","1Fam","1Story",6,5,"CompShg","BrkFace","Wd Sdng","TA","TA","TA","TA","Rec",251,"LwQ",630,491,1372,"GasA","SBrkr",1342,0,0,1342,0,0,2,0,3,1,"TA",7,"Typ",1,"Attchd",2,457,"TA","TA",0,0,0,0,197,0,NA,NA,9,2009,"WD","Normal",42,42,42,161.5
"787",787,1,50,"RM",60,10800,NA,"OldTown","Artery","Norm","1Fam","1.5Fin",5,6,"CompShg","MetalSd","MetalSd","TA","Gd","Fa","TA","LwQ",686,"Unf",0,0,686,"GasA","SBrkr",966,686,0,1652,1,0,2,0,4,1,"TA",7,"Typ",0,"Detchd",1,416,"TA","TA",0,0,196,0,0,0,NA,NA,6,2010,"WD","Normal",95,49,60,139
"788",788,1,60,"RL",76,10142,NA,"SawyerW","Norm","Norm","1Fam","2Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","GLQ",656,"Unf",0,300,956,"GasA","SBrkr",956,1128,0,2084,1,0,2,1,4,1,"Gd",8,"Typ",0,"BuiltIn",2,618,"TA","TA",0,45,0,0,0,0,NA,NA,1,2010,"WD","Normal",6,6,6,233
"789",789,1,20,"RM",50,6000,NA,"OldTown","Norm","Norm","1Fam","1Story",4,7,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","Unf",0,"Unf",0,901,901,"GasA","SBrkr",901,0,0,901,0,0,1,0,2,1,"TA",4,"Typ",0,"Detchd",1,281,"Fa","TA",0,0,0,0,0,0,NA,NA,8,2008,"WD","Normal",54,54,8,107.9
"790",790,1,60,"RL",0,12205,NA,"ClearCr","Norm","Norm","1Fam","2Story",6,8,"CompShg","HdBoard","HdBoard","TA","TA","TA","Fa","LwQ",568,"Unf",0,264,832,"GasA","SBrkr",976,1111,0,2087,0,0,2,1,5,1,"Gd",9,"Typ",0,"Attchd",2,444,"TA","TA",133,168,0,0,0,0,NA,NA,7,2007,"WD","Normal",41,41,0,187.5
"791",791,1,120,"RL",43,3182,NA,"Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","GLQ",16,"Unf",0,1129,1145,"GasA","SBrkr",1145,0,0,1145,0,0,2,0,2,1,"Gd",5,"Typ",1,"Attchd",2,397,"TA","TA",100,16,0,0,0,0,NA,NA,9,2009,"WD","Normal",4,4,3,160.2
"792",792,1,80,"RL",0,11333,NA,"Mitchel","Norm","Norm","1Fam","SLvl",6,5,"CompShg","HdBoard","HdBoard","TA","TA","Gd","TA","ALQ",539,"Unf",0,490,1029,"GasA","SBrkr",1062,0,0,1062,1,0,1,0,3,1,"TA",5,"Typ",2,"Attchd",2,539,"TA","TA",120,0,0,0,0,0,NA,NA,5,2007,"WD","Normal",31,31,31,146.8
"793",793,1,60,"RL",92,9920,NA,"NoRidge","Norm","Norm","1Fam","2Story",7,5,"CompShg","MetalSd","MetalSd","Gd","TA","Gd","TA","GLQ",862,"Unf",0,255,1117,"GasA","SBrkr",1127,886,0,2013,1,0,2,1,3,1,"TA",8,"Typ",1,"Attchd",2,455,"TA","TA",180,130,0,0,0,0,NA,NA,6,2007,"WD","Normal",11,10,10,269.79
"794",794,1,20,"RL",76,9158,NA,"Somerst","Norm","Norm","1Fam","1Story",8,5,"CompShg","CemntBd","CmentBd","Gd","TA","Gd","TA","Unf",0,"Unf",0,1496,1496,"GasA","SBrkr",1496,0,0,1496,0,0,2,0,3,1,"Gd",7,"Typ",0,"Attchd",2,474,"TA","TA",168,130,0,0,0,0,NA,NA,6,2007,"New","Partial",0,0,0,225
"795",795,1,60,"RL",0,10832,NA,"Gilbert","Norm","Norm","1Fam","2Story",7,5,"CompShg","MetalSd","MetalSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,712,712,"GasA","SBrkr",1086,809,0,1895,0,0,2,1,3,1,"Gd",7,"Typ",1,"Attchd",2,409,"TA","TA",143,46,0,0,0,0,NA,NA,10,2008,"WD","Normal",14,14,12,194.5
"796",796,1,60,"RL",70,8400,NA,"SawyerW","Norm","Norm","1Fam","2Story",6,6,"CompShg","HdBoard","HdBoard","TA","TA","Gd","TA","Unf",0,"Unf",0,650,650,"GasA","SBrkr",888,676,0,1564,0,0,2,1,3,1,"TA",7,"Typ",1,"Attchd",2,476,"TA","TA",0,50,0,0,204,0,NA,"MnPrv",4,2010,"WD","Normal",30,30,29,171
"797",797,1,20,"RL",71,8197,NA,"Sawyer","Norm","Norm","1Fam","1Story",6,5,"CompShg","Plywood","Plywood","TA","TA","TA","TA","Unf",0,"Unf",0,660,660,"GasA","SBrkr",1285,0,0,1285,0,0,1,1,3,1,"TA",7,"Typ",1,"Attchd",2,528,"TA","TA",138,0,0,0,0,0,NA,"MnPrv",4,2007,"WD","Normal",30,30,30,143.5
"798",798,1,20,"RL",57,7677,NA,"NAmes","Norm","Norm","1Fam","1Story",5,5,"CompShg","VinylSd","VinylSd","TA","TA","TA","TA","BLQ",570,"Unf",0,203,773,"GasA","SBrkr",773,0,0,773,0,0,1,0,2,1,"TA",4,"Typ",0,"Attchd",1,240,"TA","TA",0,0,0,0,0,0,NA,NA,4,2008,"WD","Abnorml",55,55,55,110
"799",799,1,60,"RL",104,13518,NA,"NridgHt","Norm","Norm","1Fam","2Story",9,5,"CompShg","VinylSd","VinylSd","Ex","TA","Ex","TA","Unf",0,"Unf",0,1926,1926,"GasA","SBrkr",1966,1174,0,3140,0,0,3,1,4,1,"Ex",11,"Typ",2,"BuiltIn",3,820,"TA","TA",144,78,0,0,0,0,NA,NA,7,2009,"New","Partial",1,0,0,485
"800",800,1,50,"RL",60,7200,NA,"SWISU","Feedr","Norm","1Fam","1.5Fin",5,7,"CompShg","Wd Sdng","Wd Sdng","TA","TA","Gd","TA","ALQ",569,"Unf",0,162,731,"GasA","SBrkr",981,787,0,1768,1,0,1,1,3,1,"Gd",7,"Typ",2,"Detchd",1,240,"TA","TA",0,0,264,0,0,0,NA,"MnPrv",6,2007,"WD","Normal",70,68,57,175
"801",801,1,60,"RL",79,12798,NA,"ClearCr","Feedr","Norm","1Fam","2Story",6,5,"CompShg","VinylSd","VinylSd","TA","TA","Gd","TA","GLQ",462,"Unf",0,154,616,"GasA","SBrkr",616,1072,0,1688,1,0,2,1,4,1,"Gd",8,"Typ",0,"Attchd",2,603,"TA","TA",403,114,185,0,0,0,NA,NA,5,2008,"WD","Normal",11,11,11,200
"802",802,1,30,"RM",40,4800,NA,"IDOTRR","Norm","Norm","1Fam","1Story",4,7,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","LwQ",197,"Unf",0,999,1196,"GasA","FuseA",1196,0,0,1196,1,0,1,0,2,1,"TA",5,"Typ",0,"Detchd",2,440,"TA","TA",0,0,0,0,0,0,NA,NA,7,2007,"WD","Normal",91,50,17,109.9
"803",803,1,60,"RL",63,8199,NA,"CollgCr","Norm","Norm","1Fam","2Story",7,5,"CompShg","WdShing","Wd Shng","Gd","TA","Gd","TA","GLQ",648,"Unf",0,80,728,"GasA","SBrkr",728,728,0,1456,1,0,2,1,3,1,"Gd",7,"Typ",1,"Attchd",2,410,"TA","TA",36,18,0,0,0,0,NA,NA,10,2008,"WD","Normal",3,3,3,189
"804",804,1,60,"RL",107,13891,NA,"NridgHt","Norm","Norm","1Fam","2Story",9,5,"CompShg","VinylSd","VinylSd","Ex","TA","Ex","TA","Unf",0,"Unf",0,1734,1734,"GasA","SBrkr",1734,1088,0,2822,0,0,3,1,4,1,"Ex",12,"Typ",1,"BuiltIn",3,1020,"TA","TA",52,170,0,0,192,0,NA,NA,1,2009,"New","Partial",1,0,0,582.933
"805",805,1,20,"RL",75,9000,NA,"NAmes","Norm","Norm","1Fam","1Story",5,5,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","TA","LwQ",812,"Unf",0,124,936,"GasA","SBrkr",1128,0,0,1128,0,0,1,0,2,1,"TA",5,"Min1",0,"Attchd",1,286,"TA","TA",0,0,0,0,0,0,NA,"GdWo",6,2006,"WD","Family",52,52,52,118
"806",806,1,20,"RL",91,12274,NA,"Somerst","Norm","Norm","1Fam","1Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,1417,1417,"GasA","SBrkr",1428,0,0,1428,0,0,2,0,3,1,"Ex",6,"Typ",0,"Attchd",2,554,"TA","TA",0,60,0,0,0,0,NA,NA,7,2008,"New","Partial",0,0,0,227.68
"807",807,1,80,"RL",75,9750,NA,"NAmes","Norm","Norm","1Fam","SLvl",5,5,"CompShg","VinylSd","VinylSd","TA","TA","TA","TA","ALQ",400,"Rec",480,100,980,"GasA","SBrkr",980,0,0,980,0,0,2,0,3,1,"TA",6,"Typ",0,"Attchd",1,384,"TA","TA",68,0,0,0,0,0,NA,NA,10,2006,"WD","Normal",39,39,39,135.5
"808",808,1,70,"RL",144,21384,NA,"BrkSide","Norm","Norm","1Fam","2Story",5,6,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","TA","GLQ",1309,"Unf",0,15,1324,"GasA","SBrkr",1072,504,0,1576,2,0,1,1,3,1,"Gd",6,"Typ",1,"Attchd",2,528,"TA","TA",0,312,0,0,0,0,NA,NA,5,2009,"WD","Normal",86,86,5,223.5
"809",809,1,80,"RL",85,13400,NA,"NAmes","Norm","Norm","1Fam","SLvl",5,5,"CompShg","VinylSd","VinylSd","TA","TA","TA","TA","ALQ",516,"BLQ",128,380,1024,"GasA","SBrkr",1086,0,0,1086,1,0,1,0,3,1,"TA",6,"Typ",1,"Attchd",2,484,"TA","TA",0,0,0,0,0,0,NA,"GdWo",6,2006,"WD","Normal",40,40,40,159.95
"810",810,1,75,"RM",90,8100,NA,"OldTown","Norm","Norm","1Fam","2.5Unf",5,5,"CompShg","AsbShng","AsbShng","TA","TA","TA","TA","Unf",0,"Unf",0,849,849,"GasA","FuseA",1075,1063,0,2138,0,0,2,0,2,3,"TA",11,"Typ",0,"Detchd",2,360,"Fa","Po",40,156,0,0,0,0,NA,"MnPrv",11,2009,"WD","Normal",111,99,44,106
"811",811,1,20,"RL",78,10140,NA,"NWAmes","Norm","Norm","1Fam","1Story",6,6,"CompShg","HdBoard","HdBoard","TA","TA","TA","TA","ALQ",663,"LwQ",377,0,1040,"GasA","SBrkr",1309,0,0,1309,1,0,1,1,3,1,"Gd",5,"Typ",1,"Attchd",2,484,"TA","TA",265,0,0,0,0,648,"Fa","GdPrv",1,2006,"WD","Normal",32,32,7,181
"812",812,1,120,"RM",0,4438,NA,"CollgCr","Norm","Norm","TwnhsE","1Story",6,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","GLQ",662,"Unf",0,186,848,"GasA","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",4,"Typ",1,"Attchd",2,420,"TA","TA",140,0,0,0,0,0,NA,NA,6,2008,"ConLD","Normal",4,4,4,144.5
"813",813,1,20,"C (all)",66,8712,NA,"IDOTRR","Norm","Norm","1Fam","1Story",5,5,"CompShg","Wd Sdng","Wd Sdng","Fa","TA","TA","TA","Unf",0,"Unf",0,540,540,"GasA","FuseA",1044,0,0,1044,0,0,1,0,2,1,"Fa",4,"Typ",0,"Basment",2,504,"TA","TA",0,0,0,0,0,0,NA,NA,6,2010,"WD","Alloca",58,58,58,55.993
"814",814,1,20,"RL",75,9750,NA,"NAmes","Norm","Norm","1Fam","1Story",6,6,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","Rec",608,"Unf",0,834,1442,"GasA","SBrkr",1442,0,0,1442,0,0,1,1,4,1,"TA",7,"Typ",0,"Attchd",1,301,"TA","TA",0,0,275,0,0,0,NA,NA,4,2007,"COD","Normal",49,49,49,157.9
"815",815,1,50,"RL",45,8248,"Grvl","Edwards","Norm","Norm","1Fam","1.5Fin",5,7,"CompShg","Stucco","Stucco","TA","TA","TA","TA","Unf",0,"Unf",0,686,686,"GasW","SBrkr",686,564,0,1250,0,1,1,1,3,1,"Fa",7,"Typ",0,"Detchd",1,280,"TA","TA",207,0,96,0,0,0,NA,NA,7,2006,"WD","Normal",88,51,56,116
"816",816,1,20,"RL",48,12137,NA,"CollgCr","Norm","Norm","1Fam","1Story",7,5,"CompShg","VinylSd","VinylSd","TA","TA","Gd","TA","Unf",0,"Unf",0,1649,1649,"GasA","SBrkr",1661,0,0,1661,0,0,2,0,3,1,"Gd",6,"Typ",0,"Attchd",2,598,"TA","TA",0,34,0,0,0,0,NA,NA,5,2010,"WD","Normal",12,12,12,224.9
"817",817,1,20,"RL",0,11425,NA,"NAmes","Norm","Norm","1Fam","1Story",5,6,"CompShg","BrkFace","BrkFace","TA","TA","TA","TA","BLQ",486,"Unf",0,522,1008,"GasA","SBrkr",1008,0,0,1008,0,0,1,0,2,1,"TA",4,"Typ",1,"Attchd",1,275,"TA","TA",0,0,120,0,0,0,NA,NA,7,2006,"WD","Normal",52,52,52,137
"818",818,1,20,"RL",0,13265,NA,"Mitchel","Norm","Norm","1Fam","1Story",8,5,"CompShg","CemntBd","CmentBd","Gd","TA","Gd","TA","GLQ",1218,"Unf",0,350,1568,"GasA","SBrkr",1689,0,0,1689,1,0,2,0,3,1,"Gd",7,"Typ",2,"Attchd",3,857,"TA","TA",150,59,0,0,0,0,NA,NA,7,2008,"WD","Normal",6,6,6,271
"819",819,1,80,"RL",80,8816,NA,"ClearCr","Norm","Norm","1Fam","SLvl",6,7,"CompShg","HdBoard","HdBoard","TA","TA","TA","TA","GLQ",504,"Unf",0,506,1010,"GasA","SBrkr",1052,0,0,1052,1,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",2,440,"TA","TA",0,0,0,0,0,0,NA,"MnPrv",6,2010,"WD","Normal",39,39,39,155
"820",820,1,120,"RL",44,6371,NA,"NridgHt","Norm","Norm","TwnhsE","1Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","GLQ",733,"Unf",0,625,1358,"GasA","SBrkr",1358,0,0,1358,1,0,2,0,2,1,"Gd",6,"Typ",1,"Attchd",2,484,"TA","TA",192,35,0,0,0,0,NA,NA,6,2010,"New","Partial",1,0,0,224
"821",821,1,60,"RL",72,7226,NA,"CollgCr","Norm","Norm","1Fam","2Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,798,798,"GasA","SBrkr",798,842,0,1640,0,0,2,1,3,1,"Gd",6,"Typ",0,"Attchd",2,595,"TA","TA",0,45,0,0,0,0,NA,NA,6,2008,"WD","Normal",5,5,5,183
"822",822,1,20,"RM",60,6000,"Pave","OldTown","Norm","Norm","2fmCon","1Story",4,4,"CompShg","MetalSd","MetalSd","Fa","TA","Fa","TA","Unf",0,"Unf",0,936,936,"GasA","SBrkr",936,0,0,936,0,0,1,0,2,1,"TA",4,"Min2",0,"Detchd",2,576,"TA","TA",0,32,112,0,0,0,NA,NA,2,2009,"WD","Normal",56,35,56,93
"823",823,1,60,"RL",0,12394,NA,"Gilbert","Norm","Norm","1Fam","2Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,847,847,"GasA","SBrkr",847,886,0,1733,0,0,2,1,3,1,"Gd",7,"Typ",1,"BuiltIn",2,433,"TA","TA",100,48,0,0,0,0,NA,NA,10,2007,"WD","Family",4,4,4,225
"824",824,1,50,"RL",60,9900,NA,"SWISU","Norm","Norm","1Fam","1.5Fin",6,7,"CompShg","VinylSd","VinylSd","TA","TA","TA","TA","Unf",0,"Unf",0,778,778,"GasA","SBrkr",944,545,0,1489,0,0,2,0,3,1,"TA",7,"Typ",1,"Detchd",1,240,"TA","TA",335,0,0,0,0,0,NA,"GdWo",7,2009,"WD","Normal",69,69,59,139.5
"825",825,1,20,"FV",81,11216,NA,"Somerst","Norm","Norm","1Fam","1Story",8,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","Gd","Unf",0,"Unf",0,1489,1489,"GasA","SBrkr",1489,0,0,1489,0,0,2,0,3,1,"Gd",7,"Typ",1,"Attchd",2,776,"TA","TA",0,140,0,0,0,0,NA,NA,6,2006,"New","Partial",0,0,0,232.6
"826",826,1,20,"RL",114,14803,NA,"NridgHt","PosN","PosN","1Fam","1Story",10,5,"CompShg","CemntBd","CmentBd","Ex","TA","Ex","TA","GLQ",1636,"Unf",0,442,2078,"GasA","SBrkr",2084,0,0,2084,1,0,2,0,2,1,"Ex",7,"Typ",1,"Attchd",3,1220,"TA","TA",188,45,0,0,0,0,NA,NA,6,2008,"New","Partial",1,1,0,385
"827",827,1,45,"RM",50,6130,NA,"BrkSide","Norm","Norm","1Fam","1.5Unf",5,6,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","ALQ",784,"Unf",0,0,784,"GasA","SBrkr",784,0,0,784,1,0,1,0,2,1,"Gd",5,"Typ",0,NA,0,0,NA,NA,0,0,116,0,0,0,NA,NA,5,2008,"WD","Normal",84,0,58,109.5
"828",828,1,20,"RL",65,8529,NA,"SawyerW","Norm","Norm","1Fam","1Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","GLQ",20,"Unf",0,1434,1454,"GasA","SBrkr",1434,0,0,1434,0,0,2,0,3,1,"Gd",6,"Typ",1,"Attchd",2,527,"TA","TA",290,39,0,0,0,0,NA,NA,4,2009,"WD","Normal",8,8,8,189
"829",829,1,60,"RL",0,28698,NA,"ClearCr","Norm","Norm","1Fam","2Story",5,5,"Tar&Grv","Plywood","Plywood","TA","TA","TA","Gd","LwQ",249,"ALQ",764,0,1013,"GasA","SBrkr",1160,966,0,2126,0,1,2,1,3,1,"TA",7,"Min2",0,"Attchd",2,538,"TA","TA",486,0,0,0,225,0,NA,NA,6,2009,"WD","Abnorml",42,42,42,185
"830",830,1,160,"FV",24,2544,"Pave","Somerst","Norm","Norm","Twnhs","2Story",7,5,"CompShg","MetalSd","MetalSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,600,600,"GasA","SBrkr",520,623,80,1223,0,0,2,1,2,1,"Gd",4,"Typ",0,"Detchd",2,480,"TA","TA",0,166,0,0,0,0,NA,NA,7,2006,"WD","Normal",1,1,1,147.4
"831",831,1,20,"RL",80,11900,NA,"NAmes","Norm","Norm","1Fam","1Story",6,5,"CompShg","HdBoard","HdBoard","TA","TA","TA","TA","Rec",1040,"Unf",0,352,1392,"GasA","FuseA",1392,0,0,1392,1,0,1,1,3,1,"TA",6,"Typ",2,"Attchd",2,458,"TA","TA",0,0,0,0,192,0,NA,NA,6,2008,"WD","Normal",51,51,51,166
"832",832,1,160,"FV",30,3180,"Pave","Somerst","Norm","Norm","TwnhsE","2Story",7,5,"CompShg","MetalSd","MetalSd","TA","TA","Gd","TA","Unf",0,"Unf",0,600,600,"GasA","SBrkr",520,600,80,1200,0,0,2,1,2,1,"Gd",4,"Typ",0,"Detchd",2,480,"TA","TA",0,166,0,0,0,0,NA,NA,6,2006,"WD","Normal",1,1,1,151
"833",833,1,60,"RL",44,9548,NA,"CollgCr","Norm","Norm","1Fam","2Story",7,6,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","GLQ",483,"Unf",0,458,941,"GasA","SBrkr",941,888,0,1829,1,0,2,1,3,1,"Gd",7,"Typ",1,"Attchd",2,613,"TA","TA",192,39,0,0,0,0,NA,NA,1,2010,"WD","Normal",7,7,7,237
"834",834,1,20,"RL",100,10004,NA,"NAmes","Norm","Norm","1Fam","1Story",6,6,"CompShg","HdBoard","Plywood","TA","TA","TA","TA","Rec",196,"BLQ",345,975,1516,"GasA","SBrkr",1516,0,0,1516,0,0,1,1,3,1,"TA",6,"Typ",0,"Attchd",2,472,"TA","TA",0,0,0,0,152,0,NA,NA,2,2009,"WD","Normal",45,45,45,167
